,failed_call_count,submitted_complaint,months_as_customer,billing_level,call_count,sms_count,plan_type,account_status,age,customer_value,has_churned
530,0,0,33,0,87,0,1,1,45,156.8,0
531,0,0,36,0,0,0,1,2,45,0.0,1
532,0,0,36,0,0,0,1,1,55,0.0,0
533,21,0,31,1,228,0,1,1,25,706.635,0
534,2,0,34,1,106,250,2,1,25,1416.195,0
535,0,0,36,0,72,0,1,1,25,143.55,0
536,0,0,35,0,34,17,1,2,30,111.96,0
537,2,0,36,0,43,154,1,1,25,793.035,0
538,0,0,27,0,26,172,2,1,25,807.345,0
539,0,0,26,0,29,9,1,1,45,47.425,0
540,7,0,27,0,15,0,1,2,25,5.175,0
541,0,0,26,0,0,0,1,2,45,0.0,0
542,6,0,25,0,22,0,1,1,25,29.115,0
543,0,0,25,0,51,0,1,1,30,107.04,0
544,0,0,18,0,16,7,1,1,25,81.495,0
545,12,0,17,0,131,64,2,1,15,677.82,0
546,8,0,15,0,161,52,1,1,45,342.35,0
547,4,0,16,1,35,10,1,1,30,131.52,0
548,0,0,9,0,30,194,1,1,30,928.8,0
549,0,1,9,0,9,0,1,1,30,35.88,1
550,8,0,39,1,77,37,1,1,30,330.48,0
551,0,0,40,0,11,39,1,2,30,173.76,0
552,10,0,38,1,66,391,1,1,30,1669.36,0
553,10,0,39,1,72,33,1,1,15,422.675,0
554,3,0,39,1,64,34,1,1,25,268.74,0
555,11,0,39,2,88,64,1,1,30,415.12,0
556,4,0,39,1,45,317,1,1,45,855.5,0
557,13,0,38,3,127,176,1,1,30,1078.28,0
558,7,0,39,1,175,32,1,1,30,690.52,0
559,7,0,39,2,89,34,1,1,30,324.76,0
560,6,0,39,1,101,39,1,1,30,401.36,0
561,9,1,39,0,60,40,1,2,30,256.52,0
562,25,0,39,4,231,86,1,1,30,963.44,0
563,4,0,39,2,33,515,1,1,45,1368.575,0
564,9,0,38,1,188,182,1,1,25,1529.46,0
565,3,0,38,2,92,218,1,1,30,1140.28,0
566,0,0,38,0,20,32,1,2,25,189.45,0
567,2,0,39,0,20,45,1,2,30,213.8,0
568,0,0,38,0,6,32,1,2,25,149.445,1
569,3,0,38,1,133,416,1,1,30,1974.24,0
570,7,0,38,2,160,43,1,1,45,401.0,0
571,8,0,38,2,81,140,1,1,25,941.13,0
572,23,1,34,0,53,48,1,2,30,236.92,1
573,21,0,37,9,99,33,1,1,55,209.235,0
574,13,0,37,2,104,58,1,1,30,473.48,0
575,1,0,35,1,28,32,1,1,30,247.32,0
576,9,1,36,0,47,41,1,2,30,290.08,1
577,9,0,37,0,50,66,1,2,45,225.825,1
578,0,0,37,0,8,32,1,2,30,138.24,1
579,1,0,37,1,31,32,1,1,45,125.35,0
580,3,0,34,2,103,46,1,1,55,174.045,0
581,0,0,37,0,13,41,1,2,45,121.4,1
582,0,0,37,2,10,36,1,1,55,60.945,0
583,25,0,32,4,244,32,2,1,25,883.53,0
584,6,0,35,4,122,303,2,1,30,1500.08,0
585,2,0,37,1,88,34,1,1,30,292.84,0
586,3,0,36,0,50,70,1,2,45,220.75,0
587,6,0,37,1,59,207,1,1,25,1064.43,0
588,4,0,28,2,42,225,2,1,30,958.88,0
589,4,0,27,1,45,62,1,1,55,118.92,0
590,11,0,28,0,31,42,1,2,30,201.84,0
591,0,0,27,0,16,53,1,2,45,156.4,0
592,10,0,26,1,38,51,1,1,25,291.51,0
593,2,0,26,1,67,40,1,1,30,296.28,0
594,2,0,19,1,32,60,1,1,30,313.68,0
595,16,0,18,2,147,117,2,1,25,825.975,0
596,12,0,16,1,177,105,1,1,55,295.875,0
597,8,0,17,4,51,63,2,1,30,372.76,0
598,2,0,10,2,46,247,1,1,30,1170.04,0
599,3,0,10,2,25,32,1,1,30,193.12,1
600,8,0,37,0,65,0,1,1,25,194.4,0
601,0,0,38,0,0,0,1,2,25,0.0,0
602,10,0,36,0,54,327,1,1,25,1579.14,0
603,10,0,37,0,60,0,1,1,15,227.865,0
604,3,0,37,0,52,0,1,1,15,128.15,0
605,11,0,37,0,76,0,1,1,25,168.12,0
606,4,0,37,0,33,253,1,1,30,1103.12,0
607,13,0,36,1,115,112,1,1,30,812.6,0
608,7,0,37,0,163,0,1,1,30,552.84,0
609,7,0,37,0,77,0,1,1,30,179.08,0
610,6,0,37,0,89,0,1,1,25,265.14,0
611,9,0,37,0,48,0,1,2,30,86.84,0
612,25,0,37,2,219,22,1,1,30,697.76,0
613,4,0,37,0,21,451,1,1,30,1924.04,0
614,9,0,36,0,176,118,1,1,25,1230.57,0
615,3,0,36,0,80,154,1,1,30,874.6,0
616,0,0,36,0,8,0,1,2,25,34.56,0
617,2,0,37,0,8,0,1,2,25,27.135,0
618,0,1,36,0,0,0,1,2,25,0.0,1
619,3,0,36,0,121,352,1,1,25,1922.13,0
620,7,0,36,0,148,0,1,1,30,459.92,0
621,8,0,36,0,69,76,1,1,25,642.24,0
622,23,0,32,0,41,0,1,2,25,39.645,1
623,21,0,35,7,87,0,2,1,45,260.175,0
624,13,1,35,0,92,0,1,1,25,260.775,1
625,1,0,33,0,16,0,1,1,30,109.64,0
626,9,1,34,0,35,0,1,2,25,130.95,1
627,9,0,35,0,38,2,1,2,30,95.64,1
628,0,0,35,0,0,0,1,2,25,0.0,1
629,1,0,35,0,19,0,1,1,30,62.88,0
630,3,0,32,0,91,0,1,1,45,169.025,0
631,0,0,35,0,1,0,1,2,45,12.85,1
632,0,0,35,0,0,0,1,1,45,0.0,0
633,25,0,30,2,232,0,1,1,25,728.64,0
634,6,0,33,2,110,239,2,1,25,1388.7,0
635,2,0,35,0,76,0,1,1,25,165.555,0
636,3,0,34,0,38,6,1,2,30,87.52,0
637,6,0,35,0,47,143,1,1,25,765.54,0
638,4,0,26,0,30,161,2,1,25,779.85,0
639,4,0,25,0,33,0,1,1,45,37.15,0
640,11,0,26,0,19,0,1,2,25,27.18,0
641,0,0,25,0,4,0,1,2,45,17.85,0
642,10,0,24,0,26,0,1,1,25,51.12,0
643,2,0,24,0,55,0,1,1,30,126.6,0
644,2,0,17,0,20,0,1,1,25,72.0,0
645,16,0,16,0,135,53,2,1,15,644.215,0
646,12,0,14,0,165,41,1,1,45,327.075,0
647,8,0,15,2,39,0,1,1,30,111.08,0
648,2,0,8,0,34,183,1,1,30,904.36,0
649,3,1,8,0,13,0,1,1,25,62.37,1
650,10,0,38,0,72,14,1,1,30,241.28,0
651,2,0,39,0,6,16,1,2,25,95.13,0
652,12,0,37,0,61,368,1,1,30,1580.16,0
653,12,0,38,0,67,10,1,1,15,300.025,0
654,5,0,38,0,59,11,1,1,15,205.81,0
655,13,0,38,1,83,41,1,1,30,325.92,0
656,6,0,38,0,40,294,1,1,30,1279.6,0
657,15,0,37,2,122,153,1,1,30,989.08,0
658,9,0,38,0,170,9,1,1,30,601.32,0
659,9,0,38,1,84,11,1,1,30,235.56,0
660,8,0,38,0,96,16,1,1,30,312.16,0
661,11,1,38,0,55,17,1,2,30,167.32,0
662,27,0,38,3,226,63,1,1,30,874.24,0
663,6,0,38,1,28,492,1,1,30,2100.52,0
664,11,0,37,0,183,159,1,1,25,1429.11,0
665,5,0,37,1,87,195,1,1,30,1051.08,0
666,2,0,37,0,15,9,1,2,25,89.1,0
667,4,0,38,0,15,22,1,2,30,124.6,0
668,2,0,37,0,1,9,1,2,25,49.095,1
669,5,0,37,0,128,393,1,1,25,2120.67,0
670,9,0,37,1,155,20,1,1,45,345.25,0
671,10,0,37,1,76,117,1,1,25,840.78,0
672,25,1,33,0,48,25,1,2,25,166.185,1
673,23,0,36,8,94,10,1,1,55,175.785,0
674,15,0,36,1,99,35,1,1,25,432.315,1
675,3,0,34,0,23,9,1,1,30,158.12,0
676,11,1,35,0,42,18,1,2,30,200.88,1
677,11,1,36,0,45,43,1,2,30,272.12,1
678,2,0,36,0,3,9,1,2,30,49.04,1
679,3,0,36,0,26,9,1,1,30,111.36,0
680,5,0,33,1,98,23,1,1,55,140.595,0
681,2,0,36,0,8,18,1,2,45,65.65,1
682,2,0,36,1,5,13,1,1,55,27.495,0
683,27,0,31,3,239,9,1,1,25,783.18,0
684,8,0,34,3,117,280,2,1,25,1587.24,0
685,4,0,36,0,83,11,1,1,25,229.095,0
686,5,0,35,0,45,47,1,2,30,264.0,0
687,8,0,36,0,54,184,1,1,25,964.08,0
688,6,1,27,1,37,202,2,1,25,978.39,1
689,6,0,26,0,40,39,1,1,45,142.45,0
690,13,0,27,0,26,19,1,2,25,126.72,0
691,2,0,26,0,11,30,1,2,45,100.65,0
692,12,0,25,0,33,28,1,1,25,191.16,0
693,4,0,25,0,62,17,1,1,30,207.08,0
694,4,0,18,0,27,37,1,1,25,252.54,0
695,18,0,17,1,142,94,2,1,25,725.58,0
696,14,0,15,0,172,82,1,1,45,437.35,0
697,10,0,16,3,46,40,1,1,30,283.52,0
698,4,0,9,1,41,224,1,1,30,1080.84,0
699,5,0,9,1,20,9,1,1,30,103.88,1
700,6,0,38,0,70,0,1,1,30,170.0,0
701,0,0,39,0,4,0,1,2,25,5.94,0
702,8,0,37,0,59,350,1,1,30,1492.88,0
703,8,0,38,0,65,0,1,1,15,224.015,0
704,1,0,38,0,57,0,1,1,15,124.3,0
705,9,0,38,1,81,23,1,1,30,238.64,0
706,2,0,38,0,38,276,1,1,30,1192.32,0
707,11,0,37,2,120,135,1,1,30,901.8,0
708,5,0,38,0,168,0,1,1,30,550.04,0
709,5,0,38,1,82,0,1,1,30,176.28,0
710,4,0,38,0,94,0,1,1,30,232.88,0
711,7,0,38,0,53,0,1,2,30,84.04,0
712,23,0,38,3,224,45,1,1,30,786.96,0
713,2,0,38,1,26,474,1,1,30,2013.24,0
714,7,0,37,0,181,141,1,1,25,1330.92,0
715,1,0,37,1,85,177,1,1,30,963.8,0
716,0,0,37,0,13,0,1,2,25,31.41,0
717,0,0,38,0,13,4,1,2,30,37.32,0
718,0,0,37,0,0,0,1,2,25,0.0,1
719,1,0,37,0,126,375,1,1,25,2022.48,0
720,5,0,37,1,153,2,1,1,45,290.7,0
721,6,0,37,1,74,99,1,1,25,742.59,0
722,21,0,33,0,46,7,1,2,25,67.995,1
723,19,0,36,8,92,0,2,1,55,155.055,0
724,11,0,36,1,97,17,1,1,25,334.125,1
725,0,0,34,0,21,0,1,1,30,106.84,0
726,7,1,35,0,40,0,1,2,30,113.6,1
727,7,0,36,0,43,25,1,2,30,184.84,1
728,0,0,36,0,0,0,1,2,30,0.0,1
729,0,0,36,0,24,0,1,1,30,60.08,0
730,1,0,33,1,96,5,1,1,55,107.865,0
731,0,0,36,0,6,0,1,2,45,11.1,1
732,0,0,36,1,0,0,1,1,55,0.0,0
733,23,0,31,3,237,0,1,1,25,725.49,0
734,4,0,34,3,115,262,2,1,25,1489.05,0
735,0,0,36,0,81,0,1,1,25,162.405,0
736,1,0,35,0,43,29,1,2,30,176.72,0
737,4,0,36,0,52,166,1,1,25,865.89,0
738,2,0,27,1,35,184,2,1,25,880.2,0
739,2,0,26,0,38,21,1,1,45,87.9,0
740,9,0,27,0,24,1,1,2,25,28.53,0
741,0,0,26,0,9,12,1,2,45,46.1,0
742,8,0,25,0,31,10,1,1,25,92.97,0
743,0,0,25,0,60,0,1,1,30,123.8,0
744,0,0,18,0,25,19,1,1,25,154.35,0
745,14,0,17,1,140,76,2,1,25,627.39,0
746,10,0,15,0,170,64,1,1,45,382.8,0
747,6,0,16,3,44,22,1,1,30,196.24,0
748,0,0,9,1,39,206,1,1,30,993.56,0
749,1,0,9,1,18,0,1,1,30,52.6,1
750,6,0,33,0,65,0,1,1,25,199.575,0
751,0,0,34,0,4,0,1,2,25,14.49,0
752,8,0,32,0,54,351,1,1,25,1692.315,0
753,8,0,33,0,60,0,1,1,15,234.19,0
754,1,0,33,0,52,0,1,1,15,134.475,0
755,9,0,33,0,76,24,1,1,25,281.295,0
756,2,0,33,0,33,277,1,1,30,1203.72,0
757,11,0,32,1,115,136,1,1,30,913.2,0
758,5,0,33,0,163,0,1,1,30,557.44,0
759,5,0,33,0,77,0,1,1,30,183.68,0
760,4,0,33,0,89,0,1,1,25,270.315,0
761,7,1,33,0,48,0,1,2,30,91.44,0
762,23,0,33,2,219,46,1,1,30,798.36,0
763,2,0,33,0,21,475,1,1,30,2024.64,0
764,7,0,32,0,176,142,1,1,25,1343.745,0
765,1,0,32,0,80,178,1,1,30,975.2,0
766,0,0,32,0,8,0,1,2,25,39.735,0
767,0,0,33,0,8,5,1,2,25,54.81,0
768,0,0,32,0,0,0,1,2,25,0.0,1
769,1,0,32,0,121,376,1,1,25,2035.305,0
770,5,0,32,0,148,3,1,1,30,476.52,0
771,6,0,32,0,69,100,1,1,25,755.415,0
772,21,1,28,0,41,8,1,2,25,80.82,1
773,19,0,31,7,87,0,1,1,45,263.05,0
774,11,0,31,0,92,18,1,1,25,346.95,1
775,0,0,29,0,16,0,1,1,30,114.24,0
776,7,1,30,0,35,1,1,2,25,140.625,1
777,7,1,31,0,38,26,1,2,30,196.24,1
778,0,1,31,0,0,0,1,2,25,0.0,1
779,0,0,31,0,19,0,1,1,30,67.48,0
780,1,0,28,0,91,6,1,1,45,186.9,0
781,0,0,31,0,1,1,1,2,45,18.225,1
782,0,0,31,0,5,0,1,1,45,8.575,0
783,23,0,26,2,232,0,1,1,25,733.815,0
784,4,0,29,2,110,263,2,1,25,1501.875,0
785,0,0,31,0,76,0,1,1,25,170.73,0
786,1,0,30,0,38,30,1,2,30,188.12,0
787,4,0,31,0,47,167,1,1,25,878.715,0
788,2,0,22,0,30,185,2,1,25,893.025,0
789,2,0,21,0,33,22,1,1,45,95.025,0
790,9,0,22,0,19,2,1,2,25,41.355,0
791,0,0,21,0,4,13,1,2,45,53.225,0
792,8,0,20,0,26,11,1,1,25,105.795,0
793,0,0,20,0,55,0,1,1,30,131.2,0
794,0,0,13,0,20,20,1,1,25,167.175,0
795,14,0,12,0,135,77,2,1,15,782.485,0
796,10,0,10,0,165,65,1,1,45,389.925,0
797,6,0,11,2,39,23,1,1,30,207.64,0
798,0,0,4,0,34,207,1,1,30,1004.96,0
799,1,0,4,0,13,0,1,1,25,67.5,1
800,10,0,43,1,77,13,1,1,30,229.88,0
801,2,0,44,0,11,15,1,2,30,73.16,0
802,12,0,42,1,66,367,1,1,30,1568.76,0
803,12,0,43,1,72,9,1,1,15,284.35,0
804,5,0,43,1,64,10,1,1,25,155.565,0
805,13,0,43,2,88,40,1,1,30,314.52,0
806,6,0,43,1,45,293,1,1,45,792.625,0
807,15,0,42,3,127,152,1,1,30,977.68,0
808,9,0,43,1,175,8,1,1,30,589.92,0
809,9,0,43,2,89,10,1,1,30,224.16,0
810,8,0,43,1,101,15,1,1,30,300.76,0
811,11,1,43,0,60,16,1,2,30,155.92,0
812,27,0,43,4,231,62,1,1,30,862.84,0
813,6,0,43,2,33,491,1,1,45,1305.7,0
814,11,0,42,1,188,158,1,1,25,1416.285,0
815,5,0,42,2,92,194,1,1,30,1039.68,0
816,2,0,42,0,20,8,1,2,25,76.275,0
817,4,0,43,0,20,21,1,2,30,113.2,0
818,0,0,42,0,0,8,1,2,25,36.0,1
819,5,0,42,1,133,392,1,1,30,1873.64,0
820,9,0,42,2,160,19,1,1,45,338.125,0
821,10,0,42,2,81,116,1,1,25,827.955,0
822,25,1,38,0,53,24,1,2,30,136.32,1
823,23,0,41,9,99,9,2,1,55,171.51,0
824,15,0,41,2,104,34,1,1,30,372.88,0
825,3,0,39,1,28,8,1,1,30,146.72,0
826,11,0,40,0,47,17,1,2,30,189.48,1
827,11,1,41,0,50,42,1,2,45,162.95,1
828,2,0,41,0,8,8,1,2,30,37.64,1
829,3,0,41,1,31,8,1,1,45,62.475,0
830,5,0,38,2,103,22,1,1,55,136.32,0
831,2,0,41,0,13,17,1,2,45,58.525,1
832,2,0,41,2,10,12,1,1,55,23.22,0
833,27,0,36,4,244,8,1,1,25,770.355,0
834,8,0,39,4,122,279,2,1,30,1399.48,0
835,4,0,41,1,88,10,1,1,30,192.24,0
836,5,0,40,0,50,46,1,2,45,157.875,0
837,8,0,41,1,59,183,1,1,25,951.255,0
838,6,1,32,2,42,201,2,1,30,858.28,1
839,6,0,31,1,45,38,1,1,55,81.195,0
840,13,0,32,0,31,18,1,2,30,101.24,0
841,2,0,31,0,16,29,1,2,45,93.525,0
842,12,0,30,1,38,27,1,1,25,178.335,0
843,4,0,30,1,67,16,1,1,30,195.68,0
844,4,0,23,1,32,36,1,1,30,213.08,0
845,18,0,22,2,147,93,2,1,25,712.755,0
846,14,0,20,1,177,81,1,1,55,258.135,0
847,10,0,21,4,51,39,1,1,30,272.12,0
848,4,0,14,2,46,223,1,1,30,1069.44,0
849,5,1,14,2,25,8,1,1,30,92.48,1
850,14,0,39,1,82,30,1,1,30,326.48,0
851,6,0,40,0,16,15,1,2,30,101.76,0
852,16,0,38,1,71,367,1,1,30,1597.36,0
853,16,0,39,1,77,9,1,1,15,323.675,0
854,9,0,39,1,69,10,1,1,25,187.74,0
855,17,0,39,2,93,40,1,1,30,343.12,0
856,10,0,39,1,50,293,1,1,30,1296.8,0
857,19,0,38,3,132,152,1,1,30,1006.28,0
858,13,0,39,1,180,8,1,1,30,618.52,0
859,13,0,39,2,94,10,1,1,30,252.76,0
860,12,0,39,1,106,15,1,1,30,329.36,0
861,15,0,39,0,65,16,1,2,30,184.52,0
862,31,1,39,4,236,62,1,1,30,891.44,0
863,10,0,39,2,38,491,1,1,30,2117.72,0
864,15,0,38,1,193,158,1,1,25,1448.46,0
865,9,0,38,2,97,194,1,1,30,1068.28,0
866,6,0,38,0,25,8,1,2,25,108.45,0
867,8,0,39,0,25,21,1,2,30,141.8,0
868,6,0,38,0,11,8,1,2,25,68.445,1
869,9,0,38,1,138,392,1,1,30,1902.24,0
870,13,0,38,2,165,19,1,1,45,356.0,0
871,14,0,38,2,86,116,1,1,25,860.13,0
872,29,1,34,0,58,24,1,2,30,164.92,1
873,27,0,37,9,104,9,2,1,55,182.235,0
874,19,0,37,2,109,34,1,1,25,451.665,0
875,7,0,35,1,33,8,1,1,30,175.32,0
876,15,1,36,0,52,17,1,2,30,218.08,1
877,15,1,37,0,55,42,1,2,30,289.32,1
878,6,0,37,0,13,8,1,2,30,66.24,1
879,7,0,37,1,36,8,1,1,45,80.35,0
880,9,0,34,2,108,22,1,1,55,147.045,0
881,6,1,37,0,18,17,1,2,45,76.4,1
882,6,0,37,2,15,12,1,1,55,33.945,0
883,31,1,32,4,249,8,1,1,25,802.53,0
884,12,1,35,4,127,279,2,1,30,1428.08,0
885,8,0,37,1,93,10,1,1,30,220.84,0
886,9,0,36,0,55,46,1,2,30,281.2,0
887,12,0,37,1,64,183,1,1,25,983.43,0
888,10,0,28,2,47,201,2,1,30,886.88,0
889,10,0,27,1,50,38,1,1,45,153.2,0
890,17,0,28,0,36,18,1,2,30,129.84,0
891,6,0,27,0,21,29,1,2,45,111.4,0
892,16,0,26,1,43,27,1,1,25,210.51,0
893,8,0,26,1,72,16,1,1,30,224.28,0
894,8,0,19,1,37,36,1,1,25,271.89,0
895,22,0,18,2,152,93,2,1,25,744.93,0
896,18,0,16,1,182,81,1,1,55,268.86,0
897,14,0,17,4,56,39,2,1,30,300.72,0
898,8,0,10,2,51,223,1,1,30,1098.04,0
899,9,0,10,2,30,8,1,1,30,121.08,1
900,2,0,37,0,60,0,1,1,25,167.4,0
901,0,0,38,0,0,0,1,2,25,0.0,0
902,4,0,36,0,49,334,1,1,25,1583.64,0
903,4,0,37,0,55,0,1,1,15,194.865,0
904,0,0,37,0,47,0,1,1,15,95.15,0
905,5,0,37,0,71,7,1,1,30,153.44,0
906,0,0,37,0,28,260,1,1,30,1107.12,0
907,7,0,36,1,110,119,1,1,30,816.6,0
908,1,0,37,0,158,0,1,1,30,528.84,0
909,1,0,37,0,72,0,1,1,30,155.08,0
910,0,0,37,0,84,0,1,1,25,238.14,0
911,3,0,37,0,43,0,1,2,30,62.84,0
912,19,0,37,2,214,29,1,1,30,701.76,0
913,0,0,37,0,16,458,1,1,30,1928.04,0
914,3,0,36,0,171,125,1,1,25,1235.07,0
915,0,0,36,0,75,161,1,1,30,878.6,0
916,0,0,36,0,3,0,1,2,25,7.56,0
917,0,0,37,0,0,0,1,2,25,0.0,0
918,0,0,36,0,0,0,1,2,25,0.0,1
919,0,0,36,0,116,359,1,1,25,1926.63,0
920,1,0,36,0,143,0,1,1,30,435.92,0
921,2,0,36,0,64,83,1,1,25,646.74,0
922,17,0,32,0,36,0,1,2,25,12.645,1
923,15,0,35,7,82,0,1,1,45,245.175,0
924,7,0,35,0,87,1,1,1,25,238.275,1
925,0,0,33,0,11,0,1,1,30,85.64,0
926,3,1,34,0,30,0,1,2,25,103.95,1
927,3,0,35,0,33,9,1,2,30,99.64,1
928,0,0,35,0,0,0,1,2,30,0.0,1
929,0,0,35,0,14,0,1,1,30,38.88,0
930,0,0,32,0,86,0,1,1,45,154.025,0
931,0,0,35,0,0,0,1,2,45,0.0,1
932,0,0,35,0,0,0,1,1,55,0.0,0
933,19,0,30,2,227,0,1,1,25,701.64,0
934,0,0,33,2,105,246,2,1,25,1393.2,0
935,0,0,35,0,71,0,1,1,25,138.555,0
936,0,0,34,0,33,13,1,2,30,91.52,0
937,0,0,35,0,42,150,1,1,25,770.04,0
938,0,0,26,0,25,168,2,1,25,784.35,0
939,0,0,25,0,28,5,1,1,45,34.65,0
940,0,0,26,0,0,0,1,2,25,0.0,0
941,0,0,25,0,0,0,1,2,45,0.0,0
942,4,0,24,0,21,0,1,1,25,24.12,0
943,0,0,24,0,50,0,1,1,30,102.6,0
944,0,0,17,0,15,3,1,1,25,58.5,0
945,10,0,16,0,130,60,2,1,15,649.66,0
946,6,0,14,0,160,48,1,1,45,329.55,0
947,2,0,15,2,34,6,1,1,30,111.04,0
948,0,0,8,0,29,190,1,1,30,908.36,0
949,0,0,8,0,8,0,1,1,30,31.4,1
950,8,0,38,0,71,5,1,1,30,197.64,0
951,0,0,39,0,5,7,1,2,25,46.035,0
952,10,0,37,0,60,359,1,1,30,1536.52,0
953,10,0,38,0,66,1,1,1,15,240.02,0
954,3,0,38,0,58,2,1,1,15,145.805,0
955,11,0,38,1,82,32,1,1,30,282.28,0
956,4,0,38,0,39,285,1,1,30,1235.96,0
957,13,0,37,2,121,144,1,1,30,945.44,0
958,7,0,38,0,169,0,1,1,30,557.68,0
959,7,0,38,1,83,2,1,1,30,191.92,0
960,6,0,38,0,95,7,1,1,30,268.52,0
961,9,1,38,0,54,8,1,2,30,123.68,0
962,25,0,38,3,225,54,1,1,30,830.6,0
963,4,0,38,1,27,483,1,1,30,2056.88,0
964,9,0,37,0,182,150,1,1,25,1380.015,0
965,3,0,37,1,86,186,1,1,30,1007.44,0
966,0,0,37,0,14,0,1,2,25,40.005,0
967,2,0,38,0,14,13,1,2,30,80.96,0
968,0,0,37,0,0,0,1,2,25,0.0,1
969,3,0,37,0,127,384,1,1,25,2071.575,0
970,7,0,37,1,154,11,1,1,45,317.975,0
971,8,0,37,1,75,108,1,1,25,791.685,0
972,23,0,33,0,47,16,1,2,25,117.09,1
973,21,1,36,8,93,1,1,1,55,159.42,0
974,13,0,36,1,98,26,1,1,25,383.22,1
975,1,0,34,0,22,0,1,1,30,114.48,0
976,9,1,35,0,41,9,1,2,30,157.24,1
977,9,0,36,0,44,34,1,2,30,228.48,1
978,0,0,36,0,2,0,1,2,30,5.4,1
979,1,0,36,0,25,0,1,1,30,67.72,0
980,3,0,33,1,97,14,1,1,55,124.23,0
981,0,0,36,0,7,9,1,2,45,38.375,1
982,0,0,36,1,4,4,1,1,55,11.13,0
983,25,0,31,3,238,0,1,1,25,734.085,0
984,6,0,34,3,116,271,2,1,25,1538.145,0
985,2,0,36,0,82,2,1,1,25,180.0,0
986,3,0,35,0,44,38,1,2,30,220.36,0
987,6,0,36,0,53,175,1,1,25,914.985,0
988,4,1,27,1,36,193,2,1,25,929.295,1
989,4,0,26,0,39,30,1,1,45,115.175,0
990,11,0,27,0,25,10,1,2,25,77.625,0
991,0,0,26,0,10,21,1,2,45,73.375,0
992,10,0,25,0,32,19,1,1,25,142.065,0
993,2,0,25,0,61,8,1,1,30,163.44,0
994,2,0,18,0,26,28,1,1,25,203.445,0
995,16,0,17,1,141,85,2,1,25,676.485,0
996,12,0,15,0,171,73,1,1,45,410.075,0
997,8,0,16,3,45,31,1,1,30,239.88,0
998,2,0,9,1,40,215,1,1,30,1037.2,0
999,3,0,9,1,19,0,1,1,30,60.24,1
1000,8,0,38,0,71,5,1,1,30,197.64,0
1001,0,0,39,0,5,7,1,2,25,46.035,0
1002,10,0,37,0,60,359,1,1,30,1536.52,0
1003,10,0,38,0,66,1,1,1,15,240.02,0
1004,3,0,38,0,58,2,1,1,15,145.805,0
1005,11,0,38,1,82,32,1,1,30,282.28,0
1006,4,0,38,0,39,285,1,1,30,1235.96,0
1007,13,0,37,2,121,144,1,1,30,945.44,0
1008,7,0,38,0,169,0,1,1,30,557.68,0
1009,7,0,38,1,83,2,1,1,30,191.92,0
1010,6,0,38,0,95,7,1,1,30,268.52,0
1011,9,1,38,0,54,8,1,2,30,123.68,0
1012,25,0,38,3,225,54,1,1,30,830.6,0
1013,4,0,38,1,27,483,1,1,30,2056.88,0
1014,9,0,37,0,182,150,1,1,25,1380.015,0
1015,3,0,37,1,86,186,1,1,30,1007.44,0
1016,0,0,37,0,14,0,1,2,25,40.005,0
1017,2,0,38,0,14,13,1,2,30,80.96,0
1018,0,0,37,0,0,0,1,2,25,0.0,1
1019,3,0,37,0,127,384,1,1,25,2071.575,0
1020,7,0,37,1,154,11,1,1,45,317.975,0
1021,8,0,37,1,75,108,1,1,25,791.685,0
1022,23,1,33,0,47,16,1,2,25,117.09,1
1023,21,0,36,8,93,1,1,1,55,159.42,0
1024,13,1,36,1,98,26,1,1,25,383.22,1
1025,1,0,34,0,22,0,1,1,30,114.48,0
1026,9,0,35,0,41,9,1,2,30,157.24,1
1027,9,0,36,0,44,34,1,2,30,228.48,1
1028,0,0,36,0,2,0,1,2,30,5.4,1
1029,1,0,36,0,25,0,1,1,30,67.72,0
1030,3,0,33,1,97,14,1,1,55,124.23,0
1031,0,0,36,0,7,9,1,2,45,38.375,1
1032,0,0,36,1,4,4,1,1,55,11.13,0
1033,25,1,31,3,238,0,1,1,25,734.085,0
1034,6,0,34,3,116,271,2,1,25,1538.145,0
1035,2,0,36,0,82,2,1,1,25,180.0,0
1036,3,0,35,0,44,38,1,2,30,220.36,0
1037,6,0,36,0,53,175,1,1,25,914.985,0
1038,4,0,27,1,36,193,2,1,25,929.295,0
1039,4,0,26,0,39,30,1,1,45,115.175,0
1040,11,0,27,0,25,10,1,2,25,77.625,0
1041,0,0,26,0,10,21,1,2,45,73.375,0
1042,10,0,25,0,32,19,1,1,25,142.065,0
1043,2,0,25,0,61,8,1,1,30,163.44,0
1044,2,0,18,0,26,28,1,1,25,203.445,0
1045,16,0,17,1,141,85,2,1,25,676.485,0
1046,12,0,15,0,171,73,1,1,45,410.075,0
1047,8,0,16,3,45,31,1,1,30,239.88,0
1048,2,0,9,1,40,215,1,1,30,1037.2,0
1049,3,1,9,1,19,0,1,1,30,60.24,1
1050,3,0,36,0,65,0,1,1,25,185.85,0
1051,0,0,37,0,0,0,1,2,25,0.0,0
1052,5,0,35,0,54,352,1,1,25,1683.09,0
1053,5,0,36,0,60,0,1,1,15,217.415,0
1054,0,0,36,0,52,0,1,1,15,117.7,0
1055,6,0,36,0,76,25,1,1,25,272.07,0
1056,0,0,36,0,33,278,1,1,30,1195.52,0
1057,8,0,35,1,115,137,1,1,30,905.0,0
1058,2,0,36,0,163,0,1,1,30,545.24,0
1059,2,0,36,0,77,0,1,1,30,171.48,0
